compute_ms,curvature_energy,episode_id,event_type,event_window_cvar_risk,event_window_cvar_violation,event_window_mean_risk,event_window_risk_exposure,full_episode_cvar_risk,full_episode_cvar_violation,hard_hazard_length_m,method,opportunity_normalized_delay,path_length_m,path_length_ratio,post_event_cvar_risk,post_event_cvar_violation,post_event_mean_risk,post_event_risk_exposure,reaction_delay,regime,replans,revisit_count,risk_exposure,route_deviation_delay,scene_id,sequence,stale_exposure,stuck,success
0.15070457053038158,1041.860114589993,0,delayed_required_escape,0.949999988079071,0.949999988079071,0.9009720751888931,36.67596036192179,0.949999988079071,0.949999988079071,0.0,semantic_apf,0.05,71.8639,1.8326549868666013,0.9499999880790709,0.9499999880790709,0.9154152636203517,52.825960159265996,4.0,R1,0.0,105.0,58.28789618088603,16.0,00000_000531,00000,1.022082895040512,1.0,0.0
1.8224503307321451,17.27180770190638,0,delayed_required_escape,0.7884259082801437,0.7884259082801437,0.3620135737308686,9.831130219094453,0.6932252582676546,0.6932252582676546,0.0,route_aware_stage2,0.05,41.72779999999999,1.0641317930278227,0.7884259082801437,0.7884259082801437,0.3620135737308686,9.831130219094453,4.0,R1,0.0,0.0,15.433811354438959,12.0,00000_000531,00000,1.022082895040512,0.0,1.0
0.1799890388438881,14.187556326565955,0,delayed_required_escape,0.5499261662694409,0.5499261662694409,0.360327229541047,11.066730200894174,0.5428700555444559,0.5428700555444559,0.0,dwa_semantic,0.0125,46.94079999999996,1.1970723994593626,0.5499261662694409,0.5499261662694409,0.360327229541047,11.066730200894174,1.0,R1,0.0,0.0,18.333144624368845,0.0,00000_000531,00000,0.1989324539899826,0.0,1.0
0.14341642880546196,981.4087876333207,1,delayed_required_escape,0.8131801688422059,0.8131801688422059,0.7148395540298764,39.31403095298112,0.8027601354679422,0.8027601354679422,0.0,semantic_apf,0.0,92.98809999999975,2.2696410091187738,0.8057457282773535,0.8057457282773535,0.7209352163421759,55.96201942038835,0.0,R1,0.0,98.0,62.747342218059316,16.0,00000_000531,00000,0.0,1.0,0.0
1.8513361717560801,9.86960440108936,1,delayed_required_escape,0.6561307920893448,0.6561307920893448,0.4389584838221262,11.399927408254147,0.6161783674556597,0.6161783674556597,0.0,route_aware_stage2,0.0,40.92009999999998,0.998772284380919,0.6561307920893448,0.6561307920893448,0.4389584838221262,11.399927408254147,0.0,R1,0.0,0.0,17.266125242966414,0.0,00000_000531,00000,0.0,0.0,1.0
0.17686346393969396,15.421256876702124,1,delayed_required_escape,0.7358752419372705,0.7358752419372705,0.43996173674770145,11.9726787421152,0.6631182253848676,0.6631182253848676,0.0,dwa_semantic,0.0,44.23369999999997,1.0796501864760901,0.7358752419372705,0.7358752419372705,0.43996173674770145,11.9726787421152,0.0,R1,0.0,0.0,19.426635756053024,14.0,00000_000531,00000,0.0,0.0,1.0
0.14487616385200194,1043.093815140129,2,delayed_required_escape,0.949999988079071,0.949999988079071,0.9009720751888931,36.67596036192179,0.949999988079071,0.949999988079071,0.0,semantic_apf,0.0,71.8639,2.0251795114582984,0.9499999880790709,0.9499999880790709,0.9154152636203517,52.825960159265996,0.0,R3,0.0,105.0,58.40742678792775,16.0,00000_000531,00000,0.0,1.0,0.0
3.6041166677023284,12.953855776429785,2,delayed_required_escape,0.9435510724423729,0.9435510724423729,0.5830563444591466,15.392337659914789,0.8993986450730673,0.8993986450730673,0.0,route_aware_stage2,0.0,40.55619999999998,1.1429046475713815,0.9435510724423729,0.9435510724423729,0.5830563444591466,15.392337659914789,0.0,R3,0.0,0.0,20.97380428857654,12.0,00000_000531,00000,0.0,0.0,1.0
0.17740467690699105,17.888657976974464,2,delayed_required_escape,0.8554880750590012,0.8554880750590012,0.4913631378277783,14.582429522883892,0.7531213130083606,0.7531213130083606,0.0,dwa_semantic,0.025,44.86979999999997,1.2644651854857794,0.8554880750590012,0.8554880750590012,0.4913631378277783,14.582429522883892,2.0,R3,0.0,0.0,21.230347275796536,3.0,00000_000531,00000,0.46810291707515717,0.0,1.0
0.1434273992864681,999.297445610295,3,delayed_required_escape,0.949999988079071,0.949999988079071,0.9026078816756298,36.742549300158025,0.949999988079071,0.949999988079071,0.0,semantic_apf,0.025,70.62129999999999,1.659483224536027,0.949999988079071,0.949999988079071,0.9153689407875135,50.99254912134409,2.0,R3,0.0,101.0,56.79028750486374,16.0,00000_000531,00000,0.5523005127906799,1.0,0.0
